What did you think ?,How do you feel  ?,What should you do ?,Question 1,Question 2,Question 3,Result
i dont wanna be in his place,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel like a hero,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,HasExperiencedBullying +Supportive
it s not my business,enjoying his suffering,complain to the dean,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying +Supportive
